,Unnamed: 0,name,location,rest_type,dish_liked,cuisines,listed_in(type),cost
402,402,Sip n Dine,Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",Delivery,moderate
403,403,Cafe Mondo,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",Delivery,moderate
404,404,Jalpaan,Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",Delivery,moderate
405,405,Kataria's Pakwan,Kumaraswamy Layout,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,Delivery,cheap
406,406,Juicy Momos,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",Delivery,cheap
407,407,Amande Patisserie,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",Delivery,cheap
408,408,Anand Sweets and Savouries,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",Delivery,cheap
409,409,Chicken Hunt,Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",Delivery,cheap
410,410,Swadesh Tadka,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",Delivery,moderate
411,411,Cane-O-La,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,Delivery,cheap
412,412,New Biryani Mane,Uttarahalli,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",Delivery,cheap
413,413,Upahara Darshini,Jayanagar,Quick Bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",Delivery,cheap
414,414,Karnataka Bhel House,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,Delivery,cheap
415,415,Sreeraj Lassi Bar,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,Delivery,cheap
416,416,Juice Junction Food Court,Basavanagudi,Quick Bites,,"Juices, South Indian, Chinese, Fast Food",Delivery,cheap
417,417,Bunt's Biriyani Palace,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",Delivery,cheap
418,418,Chai Point,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",Delivery,cheap
419,419,Janahaar,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,Delivery,cheap
420,420,Redberrys,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",Delivery,moderate
421,421,Utsav,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",Delivery,cheap
422,422,Meat And Eat,Banashankari,Quick Bites,,"Fast Food, Burger",Delivery,cheap
423,423,Snacks Bite,Kumaraswamy Layout,Quick Bites,,"Fast Food, Momos",Delivery,cheap
424,424,The Spice Saga,Kumaraswamy Layout,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",Delivery,moderate
425,425,Dakshin Cafe,Kumaraswamy Layout,Quick Bites,,South Indian,Delivery,cheap
426,426,Mr. Parathewala,Jayanagar,"Takeaway, Delivery",,North Indian,Delivery,cheap
427,427,Kaulige Millet Corner,Basavanagudi,Quick Bites,,"Healthy Food, South Indian",Delivery,cheap
428,428,Ifruit Ice Cream,Kumaraswamy Layout,Dessert Parlor,,"Desserts, Ice Cream",Delivery,cheap
429,429,Havmor,Basavanagudi,Dessert Parlor,,"Ice Cream, Desserts",Delivery,cheap
430,430,Grand Food,Banashankari,"Quick Bites, Bakery",,"South Indian, Bakery, Chinese",Delivery,cheap
431,431,Dining Hut,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese, South Indian",Delivery,cheap
432,432,7 Hills Garden Restaurant,Banashankari,Quick Bites,,"North Indian, Mughlai, Chinese",Delivery,cheap
433,433,Desi Swaad,Kumaraswamy Layout,Quick Bites,,North Indian,Delivery,cheap
434,434,Yummy Momos,Kumaraswamy Layout,Quick Bites,,"Momos, Tibetan, Chinese",Delivery,cheap
435,435,Masale Daan,Banashankari,Delivery,,North Indian,Delivery,cheap
436,436,Sri Manjunatha Tandoori Corner,Uttarahalli,Quick Bites,,Mughlai,Delivery,cheap
437,437,Grow Fit,JP Nagar,"Takeaway, Delivery",,"Healthy Food, North Indian, Thai",Delivery,cheap
439,439,Cutcakes,Kumaraswamy Layout,"Takeaway, Delivery",,Bakery,Delivery,cheap
440,440,Lassi Spot,Kumaraswamy Layout,Beverage Shop,,all,Delivery,cheap
441,441,Sandwich Hub,Jayanagar,Quick Bites,,"Fast Food, Sandwich",Delivery,cheap
442,442,Healthy Bakes 'n' Brew,Jayanagar,Bakery,,Bakery,Delivery,cheap
443,443,Udupi Sri Krishna Cafe,Jayanagar,Casual Dining,,"North Indian, South Indian",Delivery,moderate
444,444,Starlite Bakery & Fastfood,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",Delivery,cheap
445,445,Veganbreak24x7,City Market,"Takeaway, Delivery",,"South Indian, Chinese, Continental, Biryani",Delivery,cheap
446,446,Aadhya Hotel,Basavanagudi,"Casual Dining, Bar",,"South Indian, North Indian, Chinese, Biryani",Delivery,moderate
447,447,Dodda Mane Baaduta,Banashankari,Quick Bites,,"North Indian, South Indian, Chinese, Biryani",Delivery,cheap
448,448,Swadd Kitchen,Basavanagudi,Casual Dining,,"North Indian, Fast Food",Delivery,cheap
449,449,Nandini Milk Parlour and Restaurant,Mysore Road,"Dessert Parlor, Quick Bites",,"Sandwich, Rolls, South Indian, Ice Cream",Delivery,cheap
450,450,Happy Chopsticks,Basavanagudi,Quick Bites,,"Chinese, Fast Food",Delivery,cheap
451,451,Sai Super Sandwich,Banashankari,Quick Bites,,"Sandwich, Beverages",Delivery,cheap
452,452,Right Pizza,Basavanagudi,Quick Bites,,Pizza,Delivery,cheap
453,453,Udupi Upachar,Banashankari,Quick Bites,,"South Indian, North Indian",Delivery,cheap
454,454,Davanagere Benne Dose Hut,Banashankari,Quick Bites,,South Indian,Delivery,cheap
455,455,The Sip Shop,Basavanagudi,Quick Bites,,"Pizza, Beverages, Ice Cream",Delivery,cheap
456,456,Jalsa,Banashankari,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",Delivery,moderate
457,457,Subz,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian",Delivery,expensive
458,458,Rajastani Rasoi,Basavanagudi,Quick Bites,,North Indian,Delivery,cheap
459,459,Sri Banashankari Upahara,Kumaraswamy Layout,Quick Bites,,"North Indian, South Indian",Delivery,cheap
460,460,Cafe Shuffle,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",Delivery,moderate
461,461,Mint and Mustard,Basavanagudi,Casual Dining,"Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese",Delivery,moderate
462,462,Chinese Square,Basavanagudi,Quick Bites,,Chinese,Delivery,cheap
463,463,Hyderabad Express,Banashankari,Quick Bites,,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",Delivery,cheap
464,464,Punjabi Raswada,Jayanagar,Casual Dining,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,Delivery,moderate
465,465,Vinny's,Banashankari,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",Delivery,moderate
466,466,Chetty's Corner,Uttarahalli,Quick Bites,,"Fast Food, Burger, Pizza",Delivery,cheap
467,467,Kapoor's Cafe,Jayanagar,Casual Dining,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",North Indian,Delivery,moderate
468,468,Donne Biryani & Kabab Corner,Kumaraswamy Layout,Quick Bites,,"Chinese, Biryani",Delivery,cheap
469,469,Sukh Sagar,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",Delivery,cheap
470,470,S M V Snacks Corner,Basavanagudi,Quick Bites,,Fast Food,Delivery,cheap
471,471,Andhra Ruchulu,Jayanagar,"Casual Dining, Bar","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese",Delivery,expensive
472,472,The Samosa Co,Jayanagar,Quick Bites,,"Fast Food, Mithai",Delivery,cheap
473,473,Steaming Mugs,Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,Delivery,moderate
474,474,San Churro Cafe,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",Delivery,moderate
475,475,Rajathadri Food Fort,Jayanagar,Casual Dining,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food",Delivery,moderate
476,476,Brew Meister,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian",Delivery,expensive
477,477,Rasoi,Banashankari,Quick Bites,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese",Delivery,cheap
478,478,Mr. Singh Da Dhaba,Kumaraswamy Layout,Quick Bites,"Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese",Delivery,cheap
479,479,Kababs N Biryani,Banashankari,Quick Bites,,South Indian,Delivery,cheap
480,480,Ayodhya Upachar,Banashankari,Quick Bites,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food",Delivery,cheap
481,481,Biriyani Mane,Jayanagar,Quick Bites,"Biryani, Chilli Chicken, Neer Dosa","North Indian, Biryani",Delivery,cheap
482,482,Cafe Ajfan,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",Delivery,moderate
483,483,Brundhavana Food Point,Kumaraswamy Layout,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food, Beverages",Delivery,cheap
484,484,SLV Corner Restaurant,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",Delivery,cheap
485,485,Biryani Royals Garden,Kumaraswamy Layout,Quick Bites,,"North Indian, Biryani, Mughlai",Delivery,cheap
486,486,Hotel New Karavali,Banashankari,Quick Bites,,"Mangalorean, South Indian, North Indian",Delivery,cheap
487,487,The Krishna Grand,Banashankari,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",Delivery,moderate
488,488,360 Atoms Restaurant And Cafe,Banashankari,Cafe,,"Cafe, Chinese, Continental, Italian",Delivery,cheap
489,489,Roti Ghar,Basavanagudi,Casual Dining,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa","North Indian, Chinese, South Indian",Delivery,cheap
490,490,The Coffee Shack,Banashankari,Cafe,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian",Delivery,cheap
491,491,Multi Snacky Hub,Basavanagudi,Quick Bites,,Fast Food,Delivery,cheap
492,492,Kettle & Kegs,Banashankari,Delivery,,"Tea, Beverages",Delivery,cheap
493,493,Baisakhi,Basavanagudi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,Delivery,cheap
494,494,Corner House Ice Cream,Banashankari,Dessert Parlor,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse","Ice Cream, Desserts",Desserts,cheap
495,495,Poonam Sweets,Banashankari,Sweet Shop,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",Mithai,Desserts,cheap
496,496,XO Belgian Waffle,Banashankari,Dessert Parlor,,"Desserts, Beverages",Desserts,cheap
497,497,Old Mumbai Ice Cream,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,Desserts,cheap
498,498,Cake of the Day,Banashankari,"Bakery, Dessert Parlor",,Bakery,Desserts,cheap
499,499,Amma's Pastries,Banashankari,Dessert Parlor,,Bakery,Desserts,cheap
500,500,Kanti Sweets,Banashankari,Sweet Shop,,"Mithai, Street Food",Desserts,cheap
501,501,Sugar Rush,Banashankari,Bakery,,"Bakery, Desserts",Desserts,cheap
502,502,Polar Bear,Banashankari,Dessert Parlor,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake","Ice Cream, Desserts, Beverages, Sandwich",Desserts,cheap
503,503,San Churro Cafe,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",Desserts,moderate
504,504,Anand Sweets and Savouries,Banashankari,"Sweet Shop, Quick Bites",,"Mithai, Street Food",Desserts,cheap
505,505,Ibaco,Banashankari,Dessert Parlor,,Desserts,Desserts,cheap
506,506,Kirthi's Biryani,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",Desserts,moderate
507,507,The Lassi and Juice Park,Banashankari,"Beverage Shop, Dessert Parlor",,"Juices, Desserts",Desserts,cheap
508,508,Stoned Monkey,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",Desserts,cheap
509,509,Parimala Sweets,Banashankari,Sweet Shop,,"Mithai, Street Food",Desserts,cheap
510,510,The Big O Bakes,Banashankari,Bakery,,"Bakery, Desserts",Desserts,cheap
511,511,Shree Mahalakshmi Sweets,Banashankari,Sweet Shop,,"Mithai, Street Food",Desserts,cheap
512,512,Keventers,Banashankari,"Beverage Shop, Dessert Parlor",,"Desserts, Beverages, Ice Cream",Desserts,cheap
513,513,Dessert Rose,Banashankari,Dessert Parlor,,Desserts,Desserts,cheap
514,514,Thanco's Natural Ice Creams,Banashankari,Dessert Parlor,,Ice Cream,Desserts,cheap
515,515,Corner Stone,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Juices, Desserts, Italian",Desserts,cheap
516,516,Kaggis,Banashankari,Quick Bites,,"Fast Food, Bakery",Desserts,cheap
517,517,Cocoa Bakes,Banashankari,Bakery,,"Bakery, Desserts",Desserts,cheap
518,518,Floured-Baked With Love,Banashankari,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,Desserts,cheap
519,519,CAFE NOVA,Banashankari,Cafe,,"Cafe, Bakery",Desserts,moderate
520,520,Cakes & Slices,Banashankari,Bakery,,"Bakery, Desserts",Desserts,cheap
521,521,Arun Ice Cream,Banashankari,Dessert Parlor,,"Ice Cream, Desserts",Desserts,cheap
522,522,Just Bake,Banashankari,Bakery,,"Bakery, Desserts",Desserts,cheap
523,523,Dharwad Line Bazaar Mishra Pedha,Banashankari,Dessert Parlor,,Mithai,Desserts,cheap
524,524,Cake Bite,Banashankari,Bakery,,Bakery,Desserts,cheap
525,525,Kwality Wall's Swirl's Happiness Station,Banashankari,Dessert Parlor,,"Ice Cream, Desserts",Desserts,cheap
526,526,Melting Melodies,Banashankari,Bakery,,Bakery,Desserts,cheap
527,527,Sweet N Swirl,Banashankari,Dessert Parlor,,"Desserts, Ice Cream",Desserts,cheap
528,528,Me And My Cake,Banashankari,Delivery,,"Bakery, Desserts",Desserts,cheap
529,529,Mukesh Sweet Centre,Banashankari,Sweet Shop,,Mithai,Desserts,cheap
530,530,Darkolates,Banashankari,Confectionery,,Desserts,Desserts,cheap
531,531,Sai Super Sandwich,Banashankari,Quick Bites,,"Sandwich, Beverages",Desserts,cheap
532,532,Sweet Truth,Banashankari,Delivery,,"Bakery, Desserts",Desserts,cheap
533,533,Waffle-A-Go Go,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",Desserts,cheap
534,534,Gopi Ice Creams,Banashankari,Dessert Parlor,,Ice Cream,Desserts,cheap
535,535,Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Sweet Shop, Quick Bites","Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri","Mithai, Street Food, North Indian, Chinese",Desserts,cheap
536,536,Baskin Robbins,Basavanagudi,Dessert Parlor,,"Ice Cream, Desserts",Desserts,cheap
537,537,Redberrys,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",Desserts,moderate
538,538,Amande Patisserie,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",Desserts,cheap
539,539,Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Quick Bites",,"Bakery, Street Food",Desserts,cheap
540,540,Jain Bakes,Basavanagudi,Bakery,,"Bakery, Desserts",Desserts,cheap
541,541,Cake Ghar,Basavanagudi,Bakery,,Bakery,Desserts,cheap
542,542,KC Das - Sweet Spot,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, Street Food",Desserts,cheap
543,543,Sugar Stars Co,Basavanagudi,Bakery,,"Bakery, Desserts",Desserts,cheap
544,544,Diabetics Dezire Sugarless Sweets and Bakes,Basavanagudi,"Dessert Parlor, Sweet Shop",,"Desserts, Mithai",Desserts,cheap
545,545,Cake Yard,Basavanagudi,Dessert Parlor,,Desserts,Desserts,cheap
546,546,Iceberg Icecreams,Basavanagudi,Dessert Parlor,,"Desserts, Ice Cream",Desserts,cheap
547,547,A2B Veg - Adyar Ananda Bhavan,Basavanagudi,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese, Street Food",Desserts,cheap
548,548,Bombay Kulfis,JP Nagar,Dessert Parlor,,Ice Cream,Desserts,cheap
549,549,Sri Krishna Sweets,Basavanagudi,Sweet Shop,,"Mithai, Desserts",Desserts,cheap
550,550,Cake Art,Basavanagudi,"Bakery, Quick Bites",,Bakery,Desserts,cheap
551,551,Cakecraft,Jayanagar,Takeaway,,Desserts,Desserts,cheap
552,552,Asha Sweets Centre,Basavanagudi,Dessert Parlor,,Fast Food,Desserts,cheap
553,553,My Tea House,Banashankari,Casual Dining,,"Continental, Asian, North Indian, Tea",Dine-out,cheap
554,554,The Krishna Grand,Banashankari,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",Dine-out,moderate
555,555,Sea Spice by 7 Star,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Dine-out,expensive
556,556,Mini Punjabi Dhaba,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,Dine-out,cheap
557,557,Onesta,Banashankari,"Casual Dining, Cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza","Pizza, Cafe, Italian",Dine-out,moderate
558,558,Wamama,Banashankari,Casual Dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",Dine-out,moderate
559,559,Jalsa,Banashankari,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",Dine-out,moderate
560,560,Vinny's,Banashankari,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",Dine-out,moderate
561,561,Jcubez,Banashankari,Lounge,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",Finger Food,Dine-out,expensive
562,562,Gustoes Beer House,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak",Dine-out,expensive
563,563,Penthouse Cafe,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",Dine-out,moderate
564,564,Spice Elephant,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",Dine-out,moderate
565,565,Smacznego,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",Dine-out,cheap
566,566,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Banashankari,Cafe,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",Cafe,Dine-out,cheap
567,567,Cafe Shuffle,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",Dine-out,moderate
568,568,The Coffee Shack,Banashankari,Cafe,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian",Dine-out,cheap
569,569,Peppy Peppers,Banashankari,Casual Dining,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup","Italian, North Indian, Mexican",Dine-out,moderate
570,570,Anna Kuteera,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",Dine-out,cheap
571,571,Szechuan Dragon,Banashankari,Casual Dining,"Noodles, Momos, Veg Manchow Soup, Kung Pao Chicken, Chicken Lollipop, Chop Suey, Dragon Chicken","Chinese, Thai, Momos",Dine-out,moderate
572,572,1947,Banashankari,Casual Dining,"Salads, Panneer Butter Masala, Rabri, Gajar Ka Halwa, Manchow Soup, Aam Panna, Tomato Basil Soup","North Indian, Chinese",Dine-out,moderate
573,573,Caf-Eleven,Banashankari,Cafe,"Sandwich, Omelette, Ice Tea, Virgin Mojito, Hot Chocolate, Pasta Arrabiata, Hazelnut Cappuccino","Cafe, Continental",Dine-out,cheap
574,574,Thamboola,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",Dine-out,moderate
575,575,Ferment,Banashankari,"Casual Dining, Bar",,Continental,Dine-out,expensive
576,576,Havyaka Mess,Banashankari,Mess,,South Indian,Dine-out,cheap
577,577,San Churro Cafe,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",Dine-out,moderate
578,578,Cafe Vivacity,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,Dine-out,moderate
579,579,Chung Wah,Banashankari,Casual Dining,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb","Chinese, Momos, Thai, Vietnamese",Dine-out,moderate
580,580,Vietnamese Kitchen,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,Dine-out,moderate
581,581,Blue Wings Bar & Restaurant,Banashankari,"Bar, Casual Dining",,"North Indian, Chinese",Dine-out,moderate
582,582,Anand Sweets and Savouries,Banashankari,"Sweet Shop, Quick Bites",,"Mithai, Street Food",Dine-out,cheap
583,583,Catch-up-ino,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",Dine-out,moderate
584,584,Kirthi's Biryani,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",Dine-out,moderate
585,585,T3H Cafe,Banashankari,Cafe,"Cheese Maggi, Peri Peri Fries, Pasta Arrabiata","Cafe, Italian, American",Dine-out,cheap
586,586,Srikrishna Bhavan,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",Dine-out,cheap
587,587,Dal Tadkaa,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,Dine-out,cheap
588,588,360 Atoms Restaurant And Cafe,Banashankari,Cafe,,"Cafe, Chinese, Continental, Italian",Dine-out,cheap
589,589,New Imperial Restaurant,Banashankari,Casual Dining,,"North Indian, Chinese",Dine-out,cheap
590,590,The Vintage Cafe,Banashankari,Cafe,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea","Cafe, French, North Indian",Dine-out,cheap
591,591,Green Gardenia,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",Dine-out,moderate
592,592,Parimala Sweets,Banashankari,Sweet Shop,,"Mithai, Street Food",Dine-out,cheap
593,593,Vaishali Deluxe,Banashankari,Casual Dining,,"North Indian, Chinese",Dine-out,moderate
594,594,Paradise Premium,Banashankari,Casual Dining,,"Biryani, Andhra, Hyderabadi, North Indian",Dine-out,moderate
595,595,Kadala Tarangaa,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",Dine-out,moderate
596,596,My Tea House,Banashankari,Casual Dining,,"Continental, Asian, North Indian, Tea",Dine-out,cheap
597,597,Vi Ra's Bar and Restaurant,Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",Dine-out,moderate
598,598,Annapooraneshwari Mess,Banashankari,Mess,,South Indian,Dine-out,cheap
599,599,Sri Yaksha Shiv Sagar,Banashankari,Casual Dining,,"North Indian, Chinese",Dine-out,moderate
